county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
'San Francisco',?,?,?,?,?,?,2020-07-16,90,17,107,2647,27,0,117
Orange,?,?,?,?,?,?,2020-07-16,682,119,801,7428,235,13,391
'Los Angeles',?,?,?,?,?,?,2020-07-16,2188,719,2907,23989,604,93,1325
'Del Norte',?,?,?,?,?,?,2020-07-16,0,0,0,51,0,0,0
Tehama,?,?,?,?,?,?,2020-07-16,1,0,1,106,1,0,2
Humboldt,?,?,?,?,?,?,2020-07-16,1,3,4,352,0,0,6
Sutter,?,?,?,?,?,?,2020-07-16,0,0,0,14,0,0,?
Mariposa,?,?,?,?,?,?,2020-07-16,0,0,0,33,0,0,?
'San Joaquin',?,?,?,?,?,?,2020-07-16,193,40,233,1430,54,4,39
Butte,?,?,?,?,?,?,2020-07-16,18,1,19,492,7,0,2
Kern,?,?,?,?,?,?,2020-07-17,252,30,282,1822,72,3,67
Sonoma,?,?,?,?,?,?,2020-07-17,38,21,59,858,15,2,32
Butte,?,?,?,?,?,?,2020-07-17,16,1,17,492,4,0,4
Plumas,?,?,?,?,?,?,2020-07-17,0,0,0,45,0,0,?
Lake,?,?,?,?,?,?,2020-07-17,2,2,4,110,0,2,2
'Santa Clara',?,?,?,?,?,?,2020-07-17,153,31,184,3432,46,4,160
'San Diego',?,?,?,?,?,?,2020-07-17,402,107,509,6699,153,20,358
Calaveras,?,?,?,?,?,?,2020-07-17,0,0,0,50,0,0,10
Amador,?,?,?,?,?,?,2020-07-17,1,1,2,51,0,0,0
Inyo,?,?,?,?,?,?,2020-07-17,0,1,1,42,0,0,3
Mono,?,?,?,?,?,?,2020-07-17,0,1,1,40,0,0,2
Placer,?,?,?,?,?,?,2020-07-17,48,28,76,753,8,2,29
'El Dorado',?,?,?,?,?,?,2020-07-17,3,3,6,235,2,2,8
Monterey,?,?,?,?,?,?,2020-07-17,45,1,46,845,11,0,89
Orange,?,?,?,?,?,?,2020-07-17,692,92,784,7428,232,12,377
Humboldt,?,?,?,?,?,?,2020-07-17,1,2,3,352,0,1,9
Colusa,?,?,?,?,?,?,2020-07-17,1,1,2,88,0,0,6
'San Mateo',?,?,?,?,?,?,2020-07-17,60,20,80,1060,17,1,55
'San Francisco',?,?,?,?,?,?,2020-07-17,89,16,105,2647,26,1,112
Madera,?,?,?,?,?,?,2020-07-17,33,7,40,340,4,0,14
Lassen,?,?,?,?,?,?,2020-07-17,0,0,0,65,0,0,?
Sutter,?,?,?,?,?,?,2020-07-17,0,0,0,14,0,0,?
'Del Norte',?,?,?,?,?,?,2020-07-17,0,0,0,51,0,0,6
Merced,?,?,?,?,?,?,2020-07-17,33,0,33,242,6,0,3
Yolo,?,?,?,?,?,?,2020-07-17,17,0,17,186,11,0,0
Yuba,?,?,?,?,?,?,2020-07-17,19,2,21,445,5,0,10
'Los Angeles',?,?,?,?,?,?,2020-07-17,2216,660,2876,23968,571,73,1380
Riverside,?,?,?,?,?,?,2020-07-17,515,179,694,4108,133,24,151
Solano,?,?,?,?,?,?,2020-07-17,52,5,57,707,19,0,38
Tulare,?,?,?,?,?,?,2020-07-17,73,10,83,835,10,1,28
Modoc,?,?,?,?,?,?,2020-07-17,0,0,0,41,0,0,?
'Contra Costa',?,?,?,?,?,?,2020-07-17,89,27,116,1579,31,1,132
'San Luis Obispo',?,?,?,?,?,?,2020-07-17,13,7,20,467,6,0,34
Alameda,?,?,?,?,?,?,2020-07-17,157,49,206,2968,48,5,149
Imperial,?,?,?,?,?,?,2020-07-17,97,2,99,298,25,2,3
Stanislaus,?,?,?,?,?,?,2020-07-17,208,59,267,1399,50,5,85
Glenn,?,?,?,?,?,?,2020-07-17,0,1,1,47,0,0,?
'Santa Cruz',?,?,?,?,?,?,2020-07-17,11,10,21,397,2,1,27
Kings,?,?,?,?,?,?,2020-07-17,79,2,81,199,7,1,2
Napa,?,?,?,?,?,?,2020-07-17,5,0,5,387,3,0,4
Trinity,?,?,?,?,?,?,2020-07-17,0,0,0,54,0,0,?
Ventura,?,?,?,?,?,?,2020-07-17,95,43,138,1550,31,7,44
Marin,?,?,?,?,?,?,2020-07-17,29,4,33,392,9,0,24
Mariposa,?,?,?,?,?,?,2020-07-17,0,0,0,33,0,0,?
'San Benito',?,?,?,?,?,?,2020-07-17,2,0,2,25,0,0,2
Siskiyou,?,?,?,?,?,?,2020-07-17,2,0,2,65,0,0,13
'San Bernardino',?,?,?,?,?,?,2020-07-17,625,55,680,4766,174,7,149
Tehama,?,?,?,?,?,?,2020-07-17,1,0,1,106,1,0,2
Sacramento,?,?,?,?,?,?,2020-07-17,196,26,222,2913,57,5,71
'San Joaquin',?,?,?,?,?,?,2020-07-17,192,40,232,1430,59,4,38
'Santa Barbara',?,?,?,?,?,?,2020-07-17,74,14,88,763,26,1,63
Tuolumne,?,?,?,?,?,?,2020-07-17,4,1,5,151,0,0,1
Fresno,?,?,?,?,?,?,2020-07-17,240,44,284,1898,48,7,56
Shasta,?,?,?,?,?,?,2020-07-17,4,1,5,671,1,0,21
Mendocino,?,?,?,?,?,?,2020-07-17,9,1,10,180,6,0,8
Nevada,?,?,?,?,?,?,2020-07-17,1,1,2,84,1,1,3
'San Joaquin',?,?,?,?,?,?,2020-07-18,205,32,237,1430,62,3,39
Tuolumne,?,?,?,?,?,?,2020-07-18,4,1,5,151,0,0,4
Mariposa,?,?,?,?,?,?,2020-07-18,0,0,0,33,0,0,?
Modoc,?,?,?,?,?,?,2020-07-18,0,0,0,41,0,0,?
Madera,?,?,?,?,?,?,2020-07-18,26,10,36,340,3,0,9
Plumas,?,?,?,?,?,?,2020-07-18,0,0,0,45,0,0,?
Ventura,?,?,?,?,?,?,2020-07-18,92,31,123,1550,29,7,50
'San Luis Obispo',?,?,?,?,?,?,2020-07-18,13,1,14,467,5,0,41
Solano,?,?,?,?,?,?,2020-07-18,51,6,57,707,19,0,41
'San Mateo',?,?,?,?,?,?,2020-07-18,67,17,84,1058,17,1,62
Butte,?,?,?,?,?,?,2020-07-18,23,0,23,492,7,0,4
Sonoma,?,?,?,?,?,?,2020-07-18,37,13,50,858,13,1,32
Stanislaus,?,?,?,?,?,?,2020-07-18,205,52,257,1395,51,2,73
Fresno,?,?,?,?,?,?,2020-07-18,261,36,297,1898,51,5,58
'San Francisco',?,?,?,?,?,?,2020-07-18,91,16,107,2647,29,2,107
'Santa Clara',?,?,?,?,?,?,2020-07-18,149,45,194,3432,43,5,163
Humboldt,?,?,?,?,?,?,2020-07-18,1,1,2,352,0,0,10
Sacramento,?,?,?,?,?,?,2020-07-18,195,28,223,2878,66,3,72
Glenn,?,?,?,?,?,?,2020-07-18,0,1,1,47,0,0,?
'Santa Barbara',?,?,?,?,?,?,2020-07-18,82,9,91,763,25,0,63
Marin,?,?,?,?,?,?,2020-07-18,31,2,33,392,10,1,20
Monterey,?,?,?,?,?,?,2020-07-18,43,1,44,845,12,0,89
'El Dorado',?,?,?,?,?,?,2020-07-18,3,0,3,235,2,0,7
Yuba,?,?,?,?,?,?,2020-07-18,18,0,18,445,5,0,13
Kings,?,?,?,?,?,?,2020-07-18,78,2,80,199,7,1,3
Amador,?,?,?,?,?,?,2020-07-18,1,1,2,51,0,0,0
Merced,?,?,?,?,?,?,2020-07-18,35,0,35,242,4,0,3
Lake,?,?,?,?,?,?,2020-07-18,1,2,3,110,0,2,2
'Los Angeles',?,?,?,?,?,?,2020-07-18,2232,608,2840,23972,585,81,1398
Shasta,?,?,?,?,?,?,2020-07-18,4,0,4,671,1,0,17
Riverside,?,?,?,?,?,?,2020-07-18,507,170,677,4108,131,22,166
Kern,?,?,?,?,?,?,2020-07-18,253,24,277,1822,66,2,67
'Santa Cruz',?,?,?,?,?,?,2020-07-18,11,9,20,397,2,1,26
Colusa,?,?,?,?,?,?,2020-07-18,1,1,2,88,0,0,6
'Contra Costa',?,?,?,?,?,?,2020-07-18,82,30,112,1579,27,2,152
Imperial,?,?,?,?,?,?,2020-07-18,92,1,93,298,24,1,6
Tulare,?,?,?,?,?,?,2020-07-18,80,6,86,835,11,0,25
Calaveras,?,?,?,?,?,?,2020-07-18,1,5,6,50,1,3,8
Alameda,?,?,?,?,?,?,2020-07-18,163,63,226,2968,49,4,151
Mono,?,?,?,?,?,?,2020-07-18,0,1,1,40,0,0,2
Siskiyou,?,?,?,?,?,?,2020-07-18,2,0,2,65,0,0,4
Placer,?,?,?,?,?,?,2020-07-18,48,22,70,759,8,1,26
Lassen,?,?,?,?,?,?,2020-07-18,0,0,0,65,0,0,?
Yolo,?,?,?,?,?,?,2020-07-18,18,1,19,186,10,1,2
'Del Norte',?,?,?,?,?,?,2020-07-18,0,0,0,51,0,0,6
Tehama,?,?,?,?,?,?,2020-07-18,0,0,0,106,0,0,2
Trinity,?,?,?,?,?,?,2020-07-18,0,0,0,54,0,0,?
Sutter,?,?,?,?,?,?,2020-07-18,0,0,0,14,0,0,?
Inyo,?,?,?,?,?,?,2020-07-18,0,1,1,42,0,0,2
Napa,?,?,?,?,?,?,2020-07-18,8,4,12,387,3,0,1
Mendocino,?,?,?,?,?,?,2020-07-18,9,1,10,180,1,0,13
Orange,?,?,?,?,?,?,2020-07-18,665,64,729,7428,214,9,400
'San Bernardino',?,?,?,?,?,?,2020-07-18,611,88,699,4766,183,11,156
Nevada,?,?,?,?,?,?,2020-07-18,1,2,3,94,1,1,8
'San Diego',?,?,?,?,?,?,2020-07-18,396,91,487,6446,144,14,376
'San Benito',?,?,?,?,?,?,2020-07-18,3,0,3,25,0,0,0
Tehama,?,?,?,?,?,?,2020-07-19,0,0,0,106,0,0,4
Tuolumne,?,?,?,?,?,?,2020-07-19,4,1,5,151,0,0,4
Napa,?,?,?,?,?,?,2020-07-19,6,0,6,387,1,0,1
Ventura,?,?,?,?,?,?,2020-07-19,91,27,118,1550,28,8,54
Lassen,?,?,?,?,?,?,2020-07-19,0,0,0,65,0,0,?
Butte,?,?,?,?,?,?,2020-07-19,22,1,23,492,7,0,5
Calaveras,?,?,?,?,?,?,2020-07-19,1,1,2,50,1,0,8
'Santa Cruz',?,?,?,?,?,?,2020-07-19,12,10,22,397,3,3,26
Glenn,?,?,?,?,?,?,2020-07-19,0,1,1,47,0,0,?
Stanislaus,?,?,?,?,?,?,2020-07-19,209,39,248,1390,55,1,61
Sonoma,?,?,?,?,?,?,2020-07-19,36,14,50,858,13,2,32
Plumas,?,?,?,?,?,?,2020-07-19,0,0,0,45,0,0,?
'San Diego',?,?,?,?,?,?,2020-07-19,390,92,482,6387,142,16,368
Nevada,?,?,?,?,?,?,2020-07-19,1,2,3,103,1,1,7
Modoc,?,?,?,?,?,?,2020-07-19,0,0,0,41,0,0,?
Tulare,?,?,?,?,?,?,2020-07-19,84,8,92,835,13,0,28
'El Dorado',?,?,?,?,?,?,2020-07-19,3,1,4,235,1,1,10
'San Mateo',?,?,?,?,?,?,2020-07-19,68,12,80,1058,18,1,52
Colusa,?,?,?,?,?,?,2020-07-19,2,1,3,88,0,0,6
'San Luis Obispo',?,?,?,?,?,?,2020-07-19,11,6,17,463,5,1,38
Madera,?,?,?,?,?,?,2020-07-19,30,18,48,340,9,3,14
Fresno,?,?,?,?,?,?,2020-07-19,269,38,307,781,50,4,52
Yuba,?,?,?,?,?,?,2020-07-19,18,0,18,445,2,0,20
Mono,?,?,?,?,?,?,2020-07-19,0,1,1,40,0,0,1
Inyo,?,?,?,?,?,?,2020-07-19,0,1,1,42,0,0,2
'Del Norte',?,?,?,?,?,?,2020-07-19,0,2,2,51,0,1,1
Merced,?,?,?,?,?,?,2020-07-19,35,1,36,242,6,0,1
Mariposa,?,?,?,?,?,?,2020-07-19,0,0,0,33,0,0,?
Kings,?,?,?,?,?,?,2020-07-19,78,2,80,199,7,1,3
Solano,?,?,?,?,?,?,2020-07-19,51,8,59,707,19,0,37
Placer,?,?,?,?,?,?,2020-07-19,47,17,64,754,9,0,23
Mendocino,?,?,?,?,?,?,2020-07-19,9,2,11,180,2,0,13
Marin,?,?,?,?,?,?,2020-07-19,32,3,35,392,11,0,25
'San Bernardino',?,?,?,?,?,?,2020-07-19,613,61,674,4766,194,6,169
Kern,?,?,?,?,?,?,2020-07-19,248,22,270,1822,64,2,78
Riverside,?,?,?,?,?,?,2020-07-19,507,161,668,4032,131,27,156
Orange,?,?,?,?,?,?,2020-07-19,666,81,747,7428,213,14,423
Shasta,?,?,?,?,?,?,2020-07-19,4,0,4,671,1,0,17
'Santa Clara',?,?,?,?,?,?,2020-07-19,157,47,204,3432,45,4,196
'Los Angeles',?,?,?,?,?,?,2020-07-19,2218,616,2834,23943,577,93,1443
Trinity,?,?,?,?,?,?,2020-07-19,0,0,0,54,0,0,?
'Santa Barbara',?,?,?,?,?,?,2020-07-19,82,6,88,763,26,0,67
Sacramento,?,?,?,?,?,?,2020-07-19,204,37,241,2863,70,7,75
Humboldt,?,?,?,?,?,?,2020-07-19,1,1,2,352,0,0,9
Imperial,?,?,?,?,?,?,2020-07-19,95,1,96,298,24,0,2
'Contra Costa',?,?,?,?,?,?,2020-07-19,88,33,121,1579,29,3,137
'San Francisco',?,?,?,?,?,?,2020-07-19,96,13,109,2647,31,2,113
'San Joaquin',?,?,?,?,?,?,2020-07-19,210,38,248,1432,63,3,41
Monterey,?,?,?,?,?,?,2020-07-19,43,2,45,845,11,0,94
'San Benito',?,?,?,?,?,?,2020-07-19,3,0,3,25,0,0,2
Lake,?,?,?,?,?,?,2020-07-19,1,1,2,110,0,0,3
Amador,?,?,?,?,?,?,2020-07-19,2,0,2,51,0,0,0
Yolo,?,?,?,?,?,?,2020-07-19,13,0,13,186,8,0,2
Sutter,?,?,?,?,?,?,2020-07-19,0,0,0,14,0,0,?
Siskiyou,?,?,?,?,?,?,2020-07-19,2,0,2,65,0,0,6
Alameda,?,?,?,?,?,?,2020-07-19,159,69,228,2968,53,10,128
Trinity,?,?,?,?,?,?,2020-07-20,0,0,0,54,0,0,?
Stanislaus,?,?,?,?,?,?,2020-07-20,210,51,261,1390,55,2,65
'Los Angeles',?,?,?,?,?,?,2020-07-20,2207,670,2877,23351,594,90,1412
Monterey,?,?,?,?,?,?,2020-07-20,41,3,44,845,12,0,88
'Contra Costa',?,?,?,?,?,?,2020-07-20,93,31,124,1579,36,4,143
Modoc,?,?,?,?,?,?,2020-07-20,0,0,0,41,0,0,?
Marin,?,?,?,?,?,?,2020-07-20,29,4,33,392,10,0,20
Alameda,?,?,?,?,?,?,2020-07-20,171,59,230,2968,51,8,121
Tulare,?,?,?,?,?,?,2020-07-20,87,9,96,835,12,1,19
Sacramento,?,?,?,?,?,?,2020-07-20,212,33,245,2907,59,9,106
'San Benito',?,?,?,?,?,?,2020-07-20,2,0,2,25,0,0,1
Shasta,?,?,?,?,?,?,2020-07-20,4,0,4,671,2,0,2
Orange,?,?,?,?,?,?,2020-07-20,700,73,773,7428,234,13,404
Mariposa,?,?,?,?,?,?,2020-07-20,0,0,0,33,0,0,?
'Santa Barbara',?,?,?,?,?,?,2020-07-20,85,11,96,479,29,1,69
Kings,?,?,?,?,?,?,2020-07-20,75,2,77,199,6,1,3
Sutter,?,?,?,?,?,?,2020-07-20,0,0,0,14,0,0,?
Nevada,?,?,?,?,?,?,2020-07-20,1,1,2,124,1,0,2
Calaveras,?,?,?,?,?,?,2020-07-20,3,0,3,50,1,0,9
Napa,?,?,?,?,?,?,2020-07-20,8,2,10,387,2,1,6
Lassen,?,?,?,?,?,?,2020-07-20,0,0,0,65,0,0,?
'San Joaquin',?,?,?,?,?,?,2020-07-20,220,50,270,1430,71,8,44
Madera,?,?,?,?,?,?,2020-07-20,32,11,43,340,10,1,18
Fresno,?,?,?,?,?,?,2020-07-20,283,53,336,781,52,6,46
Placer,?,?,?,?,?,?,2020-07-20,52,21,73,753,10,2,26
Butte,?,?,?,?,?,?,2020-07-20,24,2,26,492,9,1,6
Imperial,?,?,?,?,?,?,2020-07-20,95,2,97,298,23,1,3
Yuba,?,?,?,?,?,?,2020-07-20,16,0,16,445,3,0,13
Solano,?,?,?,?,?,?,2020-07-20,52,6,58,707,17,0,43
Plumas,?,?,?,?,?,?,2020-07-20,0,0,0,45,0,0,?
Humboldt,?,?,?,?,?,?,2020-07-20,0,1,1,352,0,1,4
'San Mateo',?,?,?,?,?,?,2020-07-20,71,11,82,1054,18,2,56
Tehama,?,?,?,?,?,?,2020-07-20,0,0,0,106,0,0,5
Siskiyou,?,?,?,?,?,?,2020-07-20,2,0,2,65,0,0,5
Riverside,?,?,?,?,?,?,2020-07-20,536,171,707,4093,135,22,160
Inyo,?,?,?,?,?,?,2020-07-20,0,2,2,42,0,0,2
Merced,?,?,?,?,?,?,2020-07-20,44,3,47,242,8,0,5
Yolo,?,?,?,?,?,?,2020-07-20,12,0,12,186,7,0,13
Tuolumne,?,?,?,?,?,?,2020-07-20,4,0,4,151,1,0,3
Mendocino,?,?,?,?,?,?,2020-07-20,8,2,10,180,1,0,7
'San Bernardino',?,?,?,?,?,?,2020-07-20,607,69,676,4766,190,5,178
Sonoma,?,?,?,?,?,?,2020-07-20,41,15,56,858,14,3,31
Amador,?,?,?,?,?,?,2020-07-20,2,0,2,51,0,0,0
'Del Norte',?,?,?,?,?,?,2020-07-20,0,1,1,51,0,0,1
'Santa Cruz',?,?,?,?,?,?,2020-07-20,12,8,20,397,4,0,28
Lake,?,?,?,?,?,?,2020-07-20,0,0,0,110,0,0,3
Kern,?,?,?,?,?,?,2020-07-20,277,23,300,1773,65,2,91
'San Luis Obispo',?,?,?,?,?,?,2020-07-20,11,4,15,422,4,1,38
Colusa,?,?,?,?,?,?,2020-07-20,2,2,4,88,0,0,6
'San Diego',?,?,?,?,?,?,2020-07-20,402,97,499,6611,151,21,365
'Santa Clara',?,?,?,?,?,?,2020-07-20,168,41,209,3432,50,4,198
'El Dorado',?,?,?,?,?,?,2020-07-20,2,1,3,235,2,1,8
Mono,?,?,?,?,?,?,2020-07-20,1,0,1,40,1,0,1
'San Francisco',?,?,?,?,?,?,2020-07-20,95,10,105,2647,28,1,120
Ventura,?,?,?,?,?,?,2020-07-20,92,34,126,1550,28,8,48
Glenn,?,?,?,?,?,?,2020-07-20,0,1,1,47,0,0,?
Tulare,?,?,?,?,?,?,2020-07-21,93,11,104,835,17,1,15
Marin,?,?,?,?,?,?,2020-07-21,31,6,37,392,9,0,21
Kern,?,?,?,?,?,?,2020-07-21,280,26,306,1726,66,1,99
Sonoma,?,?,?,?,?,?,2020-07-21,40,18,58,858,9,6,36
'Santa Clara',?,?,?,?,?,?,2020-07-21,170,46,216,3433,51,6,163
'El Dorado',?,?,?,?,?,?,2020-07-21,2,1,3,235,2,1,8
Mendocino,?,?,?,?,?,?,2020-07-21,6,2,8,180,1,0,7
Lassen,?,?,?,?,?,?,2020-07-21,0,0,0,65,0,0,?
Mariposa,?,?,?,?,?,?,2020-07-21,0,0,0,33,0,0,?
Ventura,?,?,?,?,?,?,2020-07-21,98,37,135,1550,27,4,42
Placer,?,?,?,?,?,?,2020-07-21,53,33,86,753,11,6,17
'Santa Barbara',?,?,?,?,?,?,2020-07-21,86,8,94,793,27,1,67
Napa,?,?,?,?,?,?,2020-07-21,10,0,10,387,3,0,0
Amador,?,?,?,?,?,?,2020-07-21,3,1,4,51,1,0,1
Kings,?,?,?,?,?,?,2020-07-21,80,1,81,199,9,1,1
'San Benito',?,?,?,?,?,?,2020-07-21,4,0,4,25,2,0,0
Butte,?,?,?,?,?,?,2020-07-21,27,1,28,492,9,0,7
Sacramento,?,?,?,?,?,?,2020-07-21,213,56,269,2901,69,10,80
Orange,?,?,?,?,?,?,2020-07-21,699,74,773,7403,233,10,400
'San Francisco',?,?,?,?,?,?,2020-07-21,96,25,121,2505,28,1,115
Imperial,?,?,?,?,?,?,2020-07-21,89,1,90,298,20,0,8
Monterey,?,?,?,?,?,?,2020-07-21,45,3,48,845,10,0,84
'San Luis Obispo',?,?,?,?,?,?,2020-07-21,11,6,17,455,4,0,33
Humboldt,?,?,?,?,?,?,2020-07-21,0,3,3,352,0,2,2
Plumas,?,?,?,?,?,?,2020-07-21,0,3,3,45,0,0,?
'Contra Costa',?,?,?,?,?,?,2020-07-21,101,40,141,1579,39,6,132
Glenn,?,?,?,?,?,?,2020-07-21,0,2,2,47,0,0,?
Nevada,?,?,?,?,?,?,2020-07-21,1,2,3,107,1,0,2
Solano,?,?,?,?,?,?,2020-07-21,51,5,56,707,20,1,41
Modoc,?,?,?,?,?,?,2020-07-21,0,0,0,41,0,0,?
'San Bernardino',?,?,?,?,?,?,2020-07-21,606,118,724,4766,181,13,157
Tehama,?,?,?,?,?,?,2020-07-21,0,0,0,106,0,0,5
Riverside,?,?,?,?,?,?,2020-07-21,528,160,688,4096,143,18,112
'Los Angeles',?,?,?,?,?,?,2020-07-21,2210,620,2830,23798,623,94,1252
'San Joaquin',?,?,?,?,?,?,2020-07-21,216,44,260,1430,65,7,43
'San Diego',?,?,?,?,?,?,2020-07-21,401,84,485,6676,149,17,328
Yolo,?,?,?,?,?,?,2020-07-21,10,8,18,186,6,0,13
Alameda,?,?,?,?,?,?,2020-07-21,176,63,239,2968,52,10,116
Yuba,?,?,?,?,?,?,2020-07-21,22,2,24,445,6,1,12
Tuolumne,?,?,?,?,?,?,2020-07-21,3,0,3,151,1,0,4
Lake,?,?,?,?,?,?,2020-07-21,0,0,0,110,0,0,1
Siskiyou,?,?,?,?,?,?,2020-07-21,0,0,0,65,0,0,4
Madera,?,?,?,?,?,?,2020-07-21,45,13,58,350,13,1,22
'San Mateo',?,?,?,?,?,?,2020-07-21,72,8,80,1052,20,2,50
Trinity,?,?,?,?,?,?,2020-07-21,0,0,0,54,0,0,?
Stanislaus,?,?,?,?,?,?,2020-07-21,221,45,266,1390,55,2,74
'Santa Cruz',?,?,?,?,?,?,2020-07-21,19,14,33,397,5,1,25
Mono,?,?,?,?,?,?,2020-07-21,1,0,1,40,1,0,1
'Del Norte',?,?,?,?,?,?,2020-07-21,0,0,0,51,0,0,1
Merced,?,?,?,?,?,?,2020-07-21,50,1,51,242,9,0,3
Calaveras,?,?,?,?,?,?,2020-07-21,2,2,4,50,1,1,8
Inyo,?,?,?,?,?,?,2020-07-21,0,1,1,42,0,0,3
Sutter,?,?,?,?,?,?,2020-07-21,0,0,0,14,0,0,?
Fresno,?,?,?,?,?,?,2020-07-21,296,56,352,1929,59,2,44
Colusa,?,?,?,?,?,?,2020-07-21,0,0,0,88,0,0,6
Shasta,?,?,?,?,?,?,2020-07-21,3,0,3,671,1,0,3
Tuolumne,?,?,?,?,?,?,2020-07-22,5,1,6,151,1,1,1
Colusa,?,?,?,?,?,?,2020-07-22,1,0,1,48,0,0,0
Plumas,?,?,?,?,?,?,2020-07-22,0,0,0,0,0,0,0
'Santa Cruz',?,?,?,?,?,?,2020-07-22,7,7,14,255,4,0,15
Orange,?,?,?,?,?,?,2020-07-22,690,61,751,4940,233,7,465
Trinity,?,?,?,?,?,?,2020-07-22,0,0,0,25,0,0,0
'Santa Clara',?,?,?,?,?,?,2020-07-22,180,37,217,2781,50,3,60
Riverside,?,?,?,?,?,?,2020-07-22,534,139,673,4061,155,28,66
'Los Angeles',?,?,?,?,?,?,2020-07-22,1928,542,2470,16107,556,82,827
Tehama,?,?,?,?,?,?,2020-07-22,0,0,0,106,0,0,4
'San Francisco',?,?,?,?,?,?,2020-07-22,96,17,113,2071,30,1,56
Imperial,?,?,?,?,?,?,2020-07-22,78,0,78,261,21,0,3
Placer,?,?,?,?,?,?,2020-07-22,53,35,88,449,13,3,-46
'El Dorado',?,?,?,?,?,?,2020-07-22,2,1,3,153,2,1,7
Napa,?,?,?,?,?,?,2020-07-22,11,4,15,277,4,0,2
Calaveras,?,?,?,?,?,?,2020-07-22,2,0,2,25,1,0,4
'San Diego',?,?,?,?,?,?,2020-07-22,351,82,433,4897,128,14,222
Yuba,?,?,?,?,?,?,2020-07-22,22,3,25,457,8,1,7
Madera,?,?,?,?,?,?,2020-07-22,48,22,70,360,11,4,16
Modoc,?,?,?,?,?,?,2020-07-22,0,0,0,37,0,0,0
Merced,?,?,?,?,?,?,2020-07-22,53,4,57,247,9,0,1
Tulare,?,?,?,?,?,?,2020-07-22,105,6,111,186,18,1,12
Stanislaus,?,?,?,?,?,?,2020-07-22,232,52,284,928,51,7,-5
'San Luis Obispo',?,?,?,?,?,?,2020-07-22,12,5,17,458,4,1,21
Solano,?,?,?,?,?,?,2020-07-22,57,10,67,306,20,0,-18
Amador,?,?,?,?,?,?,2020-07-22,2,1,3,51,0,0,2
Butte,?,?,?,?,?,?,2020-07-22,26,1,27,410,8,1,-2
Nevada,?,?,?,?,?,?,2020-07-22,2,1,3,121,1,0,1
Sutter,?,?,?,?,?,?,2020-07-22,0,0,0,0,0,0,0
Kings,?,?,?,?,?,?,2020-07-22,77,1,78,199,8,1,0
Mendocino,?,?,?,?,?,?,2020-07-22,5,0,5,150,1,0,0
'San Joaquin',?,?,?,?,?,?,2020-07-22,221,46,267,1195,66,6,2
Yolo,?,?,?,?,?,?,2020-07-22,13,1,14,186,8,0,0
Sacramento,?,?,?,?,?,?,2020-07-22,236,57,293,1298,65,10,-19
Fresno,?,?,?,?,?,?,2020-07-22,295,57,352,1358,63,3,2
Lassen,?,?,?,?,?,?,2020-07-22,0,1,1,25,0,0,0
'San Bernardino',?,?,?,?,?,?,2020-07-22,586,102,688,3268,197,15,185
Glenn,?,?,?,?,?,?,2020-07-22,0,0,0,0,0,0,0
Marin,?,?,?,?,?,?,2020-07-22,32,3,35,267,8,0,5
'Santa Barbara',?,?,?,?,?,?,2020-07-22,85,7,92,333,26,1,9
Lake,?,?,?,?,?,?,2020-07-22,0,2,2,98,0,1,2
'Del Norte',?,?,?,?,?,?,2020-07-22,0,0,0,52,0,0,3
Alameda,?,?,?,?,?,?,2020-07-22,166,75,241,1539,52,7,-8
Siskiyou,?,?,?,?,?,?,2020-07-22,0,0,0,31,0,0,3
Humboldt,?,?,?,?,?,?,2020-07-22,0,0,0,301,0,0,3
'San Mateo',?,?,?,?,?,?,2020-07-22,70,13,83,646,16,3,-9
Mariposa,?,?,?,?,?,?,2020-07-22,0,0,0,19,0,0,0
'San Benito',?,?,?,?,?,?,2020-07-22,2,0,2,25,1,0,1
Inyo,?,?,?,?,?,?,2020-07-22,0,0,0,0,0,0,0
Ventura,?,?,?,?,?,?,2020-07-22,93,46,139,1462,24,9,25
Monterey,?,?,?,?,?,?,2020-07-22,41,2,43,763,11,1,-110
Kern,?,?,?,?,?,?,2020-07-22,257,16,273,1251,57,1,17
Mono,?,?,?,?,?,?,2020-07-22,1,0,1,17,1,0,1
Sonoma,?,?,?,?,?,?,2020-07-22,38,11,49,143,5,2,-9
Shasta,?,?,?,?,?,?,2020-07-22,4,0,4,392,2,0,6
'Contra Costa',?,?,?,?,?,?,2020-07-22,106,41,147,954,39,3,-11
'San Benito',?,?,?,?,?,?,2020-07-23,3,0,3,25,1,0,0
Madera,?,?,?,?,?,?,2020-07-23,52,12,64,360,12,0,18
Sutter,?,?,?,?,?,?,2020-07-23,0,0,0,0,0,0,0
Inyo,?,?,?,?,?,?,2020-07-23,0,1,1,29,0,0,0
Marin,?,?,?,?,?,?,2020-07-23,29,2,31,325,6,1,10
Riverside,?,?,?,?,?,?,2020-07-23,523,138,661,3044,159,27,123
Tehama,?,?,?,?,?,?,2020-07-23,0,0,0,106,0,0,6
Tulare,?,?,?,?,?,?,2020-07-23,110,5,115,240,21,0,31
Lake,?,?,?,?,?,?,2020-07-23,0,2,2,98,0,0,3
